stimuliList,stimuliA0,stimuliA1,stimuliA2,stimuliA3,stimuliA4,stimuliA5,stimuliA6,stimuliA7,stimuliA8,stimuliA9,stimuliA10,stimuliA11,stimuliA12,stimuliA13,stimuliA14,stimuliA15,stimuliA16,stimuliA17,stimuliA18,stimuliA19,stimuliA20,stimuliA21,stimuliA22,stimuliA23,stimuliB0,stimuliB1,stimuliB2,stimuliB3,stimuliB4,stimuliB5,stimuliB6,stimuliB7,stimuliB8,stimuliB9,stimuliB10,stimuliB11,stimuliB12,stimuliB13,stimuliB14,stimuliB15,stimuliB16,stimuliB17,stimuliB18,stimuliB19,stimuliB20,stimuliB21,stimuliB22,stimuliB23,stimuliC0,stimuliC1,stimuliC2,stimuliC3,stimuliC4,stimuliC5,stimuliC6,stimuliC7,stimuliC8,stimuliC9,stimuliC10,stimuliC11,stimuliC12,stimuliC13,stimuliC14,stimuliC15,stimuliC16,stimuliC17,stimuliC18,stimuliC19,stimuliC20,stimuliC21,stimuliC22,stimuliC23,stimuliD0,stimuliD1,stimuliD2,stimuliD3,stimuliD4,stimuliD5,stimuliD6,stimuliD7,stimuliD8,stimuliD9,stimuliD10,stimuliD11,stimuliD12,stimuliD13,stimuliD14,stimuliD15,stimuliD16,stimuliD17,stimuliD18,stimuliD19,stimuliD20,stimuliD21,stimuliD22,stimuliD23,stimuliPractice0,stimuliPractice1,syllabification,corrSyl,corrAns,keyCVC,keyCV,pracTarLoop.thisRepN,pracTarLoop.thisTrialN,pracTarLoop.thisN,pracTarLoop.thisIndex,pracTrialLoop.thisRepN,pracTrialLoop.thisTrialN,pracTrialLoop.thisN,pracTrialLoop.thisIndex,expTarLoop.thisRepN,expTarLoop.thisTrialN,expTarLoop.thisN,expTarLoop.thisIndex,expTrialLoop.thisRepN,expTrialLoop.thisTrialN,expTrialLoop.thisN,expTrialLoop.thisIndex,sylPracLoop.thisRepN,sylPracLoop.thisTrialN,sylPracLoop.thisN,sylPracLoop.thisIndex,syllableLoop.thisRepN,syllableLoop.thisTrialN,syllableLoop.thisN,syllableLoop.thisIndex,startPrac.keys,startPrac.rt,prac_key_resp.keys,prac_key_resp.rt,startExpTrials.keys,startExpTrials.rt,exp_key_resp.keys,exp_key_resp.rt,sylPracStart.keys,sylPracStart.rt,sylPrac_key_resp.keys,sylPrac_key_resp.corr,sylPrac_key_resp.rt,sylExpStart.keys,sylExpStart.rt,sylExp_key_resp.keys,sylExp_key_resp.corr,sylExp_key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
fillerItem11,tejado,cigarro,gusano,secuela,silicio,bufanda,pureza,talante,recinto,semilla,tocino,remiendo,remesa,regate,tisana,gozada,pujanza,visera,nevera,tijera,donaire,soborno,pineda,visillo,tejado,cigarro,gusano,secuela,silicio,bufanda,pureza,talante,recinto,semilla,tocino,remiendo,remesa,regate,tisana,gozada,pujanza,visera,nevera,tijera,donaire,soborno,pineda,visillo,talante,donaire,semilla,tisana,soborno,gozada,visillo,tocino,secuela,pujanza,silicio,nevera,remiendo,recinto,gusano,pureza,cigarro,regate,pineda,remesa,bufanda,tejado,tijera,visera,talante,donaire,semilla,tisana,soborno,gozada,visillo,tocino,secuela,pujanza,silicio,nevera,remiendo,recinto,gusano,pureza,cigarro,regate,pineda,remesa,bufanda,tejado,tijera,visera,secano,pocilga,,,,,,,,,,,,,,6,0,6,0,0,2,2,11,,,,,,,,,,,,,,,None,,,,,,,,,,,,part002,A,2019_Feb_27_1448,Syllabification,3.0.5,60.38293030909785,
fillerItem8,poniente,duquesa,juguete,vejiga,tibieza,pupitre,tesoro,butaca,recado,sotana,reguero,tetilla,rimero,cigarra,rapiña,ribazo,sopapo,cigoto,naranjo,veleta,gomina,sureste,pomada,lucero,poniente,duquesa,juguete,vejiga,tibieza,pupitre,tesoro,butaca,recado,sotana,reguero,tetilla,rimero,cigarra,rapiña,ribazo,sopapo,cigoto,naranjo,veleta,gomina,sureste,pomada,lucero,butaca,gomina,sotana,rapiña,sureste,ribazo,lucero,reguero,vejiga,sopapo,tibieza,naranjo,tetilla,recado,juguete,tesoro,duquesa,cigarra,pomada,rimero,pupitre,poniente,veleta,cigoto,butaca,gomina,sotana,rapiña,sureste,ribazo,lucero,reguero,vejiga,sopapo,tibieza,naranjo,tetilla,recado,juguete,tesoro,duquesa,cigarra,pomada,rimero,pupitre,poniente,veleta,cigoto,pimienta,cirilo,,,,,,,,,,,,,,6,0,6,0,0,3,3,8,,,,,,,,,,,,,,,None,,,,,,,,,,,,part002,A,2019_Feb_27_1448,Syllabification,3.0.5,60.38293030909785,
fillerItem3,postigo,gordura,silbido,fastidio,poltrona,ventaja,verdura,ruptura,ternura,sordera,vergüenza,tumbona,puntilla,conducta,vislumbre,filete,lenguado,ventisca,perfidia,cambiazo,cordura,respuesta,concepto,palmada,postigo,gordura,silbido,fastidio,poltrona,ventaja,verdura,ruptura,ternura,sordera,vergüenza,tumbona,puntilla,conducta,vislumbre,filete,lenguado,ventisca,perfidia,cambiazo,cordura,respuesta,concepto,palmada,ruptura,cordura,sordera,vislumbre,respuesta,filete,palmada,vergüenza,fastidio,lenguado,poltrona,perfidia,tumbona,ternura,silbido,verdura,gordura,conducta,concepto,puntilla,ventaja,postigo,cambiazo,ventisca,ruptura,cordura,sordera,vislumbre,respuesta,filete,palmada,vergüenza,fastidio,lenguado,poltrona,perfidia,tumbona,ternura,silbido,verdura,gordura,conducta,concepto,puntilla,ventaja,postigo,cambiazo,ventisca,zarcillo,jasmina,,,,,,,,,,,,,,6,0,6,0,0,4,4,3,,,,,,,,,,,,,,,None,,,,,,,,,,,,part002,A,2019_Feb_27_1448,Syllabification,3.0.5,60.38293030909785,
fillerItem4,portento,doncella,solvencia,piltrafa,lactancia,cintura,tortazo,durmiente,gentuza,torpeza,zarpazo,fundillo,lenteja,costumbre,salchicha,cernuda,pinchazo,vendimia,persiana,campiña,mordaza,garbanzo,confianza,percance,portento,doncella,solvencia,piltrafa,lactancia,cintura,tortazo,durmiente,gentuza,torpeza,zarpazo,fundillo,lenteja,costumbre,salchicha,cernuda,pinchazo,vendimia,persiana,campiña,mordaza,garbanzo,confianza,percance,durmiente,mordaza,torpeza,salchicha,garbanzo,cernuda,percance,zarpazo,piltrafa,pinchazo,lactancia,persiana,fundillo,gentuza,solvencia,tortazo,doncella,costumbre,confianza,lenteja,cintura,portento,campiña,vendimia,durmiente,mordaza,torpeza,salchicha,garbanzo,cernuda,percance,zarpazo,piltrafa,pinchazo,lactancia,persiana,fundillo,gentuza,solvencia,tortazo,doncella,costumbre,confianza,lenteja,cintura,portento,campiña,vendimia,sarcasmo,pancarta,,,,,,,,,,,,,,6,0,6,0,0,5,5,4,,,,,,,,,,,,,,,None,,,,,,,,,,,,part002,A,2019_Feb_27_1448,Syllabification,3.0.5,60.38293030909785,
fillerItem5,sendero,fantoche,jactancia,pulgada,vestigio,tintero,vertiente,burbuja,serpiente,sortija,polvera,farsante,vendaje,fortuna,lectura,felpudo,mensaje,cencerro,barbilla,putada,mordisco,corneta,bolzano,bandera,sendero,fantoche,jactancia,pulgada,vestigio,tintero,vertiente,burbuja,serpiente,sortija,polvera,farsante,vendaje,fortuna,lectura,felpudo,mensaje,cencerro,barbilla,putada,mordisco,corneta,bolzano,bandera,burbuja,mordisco,sortija,lectura,corneta,felpudo,bandera,polvera,pulgada,mensaje,vestigio,barbilla,farsante,serpiente,jactancia,vertiente,fantoche,fortuna,bolzano,vendaje,tintero,sendero,putada,cencerro,burbuja,mordisco,sortija,lectura,corneta,felpudo,bandera,polvera,pulgada,mensaje,vestigio,barbilla,farsante,serpiente,jactancia,vertiente,fantoche,fortuna,bolzano,vendaje,tintero,sendero,putada,cencerro,pandilla,suspenso,,,,,,,,,,,,,,6,0,6,0,0,6,6,5,,,,,,,,,,,,,,,None,,,,,,,,,,,,part002,A,2019_Feb_27_1448,Syllabification,3.0.5,60.38293030909785,
fillerItem6,reliquia,laguna,subsuelo,vistazo,tapete,piscina,tarjeta,viruela,rasguño,tersura,regazo,rastrillo,remanso,cornada,tufillo,cizalla,tendencia,pesquisa,viraje,pileta,relente,pozuelo,pescuezo,bastilla,reliquia,laguna,subsuelo,vistazo,tapete,piscina,tarjeta,viruela,rasguño,tersura,regazo,rastrillo,remanso,cornada,tufillo,cizalla,tendencia,pesquisa,viraje,pileta,relente,pozuelo,pescuezo,bastilla,viruela,relente,tersura,tufillo,pozuelo,cizalla,bastilla,regazo,vistazo,tendencia,tapete,viraje,rastrillo,rasguño,subsuelo,tarjeta,laguna,cornada,pescuezo,remanso,piscina,reliquia,pileta,pesquisa,viruela,relente,tersura,tufillo,pozuelo,cizalla,bastilla,regazo,vistazo,tendencia,tapete,viraje,rastrillo,rasguño,subsuelo,tarjeta,laguna,cornada,pescuezo,remanso,piscina,reliquia,pileta,pesquisa,ponencia,sandalia,,,,,,,,,,,,,,6,0,6,0,0,7,7,6,,,,,,,,,,,,,,,None,,,,,,,,,,,,part002,A,2019_Feb_27_1448,Syllabification,3.0.5,60.38293030909785,
carrierItem,ganchillo,pestaña,pereza,morera,murmullo,joroba,culebra,centavo,volante,balada,linterna,bolero,castillo,paloma,montaña,campana,garaje,corona,costilla,rosquilla,pastilla,limpieza,cereza,coraje,ganchillo,pestaña,pereza,morera,murmullo,joroba,culebra,centavo,volante,balada,linterna,bolero,castillo,paloma,montaña,campana,garaje,corona,costilla,rosquilla,pastilla,limpieza,cereza,coraje,ceniza,pasaje,baldosa,moneda,limosna,camisa,corbata,linaje,morcillo,garganta,muralla,cosecha,bolsillo,voltaje,permiso,culpable,peseta,palmera,cerveza,casilla,jornada,ganancia,rosario,corteza,ceniza,pasaje,baldosa,moneda,limosna,camisa,corbata,linaje,morcillo,garganta,muralla,cosecha,bolsillo,voltaje,permiso,culpable,peseta,palmera,cerveza,casilla,jornada,ganancia,rosario,corteza,deltoides,delirio,,,,,,,,,,,,,,6,0,6,0,0,8,8,0,,,,,,,,,,,,,,,None,,,,,,,,,,,,part002,A,2019_Feb_27_1448,Syllabification,3.0.5,60.38293030909785,
fillerItem9,rejilla,dominio,jinete,cilindro,pizarra,bigote,teniente,ribera,sepulcro,sonido,recodo,jarabe,fineza,giralda,tesina,velero,tiniebla,vinilo,navaja,pitillo,ciruelo,torija,gotera,becerro,rejilla,dominio,jinete,cilindro,pizarra,bigote,teniente,ribera,sepulcro,sonido,recodo,jarabe,fineza,giralda,tesina,velero,tiniebla,vinilo,navaja,pitillo,ciruelo,torija,gotera,becerro,ribera,ciruelo,sonido,tesina,torija,velero,becerro,recodo,cilindro,tiniebla,pizarra,navaja,jarabe,sepulcro,jinete,teniente,dominio,giralda,gotera,fineza,bigote,rejilla,pitillo,vinilo,ribera,ciruelo,sonido,tesina,torija,velero,becerro,recodo,cilindro,tiniebla,pizarra,navaja,jarabe,sepulcro,jinete,teniente,dominio,giralda,gotera,fineza,bigote,rejilla,pitillo,vinilo,jarana,jaqueca,,,,,,,,,,,,,,6,0,6,0,0,9,9,9,,,,,,,,,,,,,,,None,,,,,,,,,,,,part002,A,2019_Feb_27_1448,Syllabification,3.0.5,60.38293030909785,
fillerItem10,soneto,dureza,ginebra,zapato,vivencia,tumulto,tobillo,vivienda,reducto,renombre,vereda,farola,luneta,regato,rivera,velorio,solera,vigencia,barbecho,vivero,fogata,sobaco,tinaja,bufete,soneto,dureza,ginebra,zapato,vivencia,tumulto,tobillo,vivienda,reducto,renombre,vereda,farola,luneta,regato,rivera,velorio,solera,vigencia,barbecho,vivero,fogata,sobaco,tinaja,bufete,vivienda,fogata,renombre,rivera,sobaco,velorio,bufete,vereda,zapato,solera,vivencia,barbecho,farola,reducto,ginebra,tobillo,dureza,regato,tinaja,luneta,tumulto,soneto,vivero,vigencia,vivienda,fogata,renombre,rivera,sobaco,velorio,bufete,vereda,zapato,solera,vivencia,barbecho,farola,reducto,ginebra,tobillo,dureza,regato,tinaja,luneta,tumulto,soneto,vivero,vigencia,pimiento,piragua,,,,,,,,,,,,,,6,0,6,0,0,10,10,10,,,,,,,,,,,,,,,None,,,,,,,,,,,,part002,A,2019_Feb_27_1448,Syllabification,3.0.5,60.38293030909785,
fillerItem7,riqueza,jacinto,suceso,taquilla,dolencia,vigilia,fijeza,lavabo,tarima,picota,recurso,recato,tobera,regata,resabio,rebeca,cimiento,bufido,redada,legajo,rudeza,barcaza,fajardo,salero,riqueza,jacinto,suceso,taquilla,dolencia,vigilia,fijeza,lavabo,tarima,picota,recurso,recato,tobera,regata,resabio,rebeca,cimiento,bufido,redada,legajo,rudeza,barcaza,fajardo,salero,lavabo,rudeza,picota,resabio,barcaza,rebeca,salero,recurso,taquilla,cimiento,dolencia,redada,recato,tarima,suceso,fijeza,jacinto,regata,fajardo,tobera,vigilia,riqueza,legajo,bufido,lavabo,rudeza,picota,resabio,barcaza,rebeca,salero,recurso,taquilla,cimiento,dolencia,redada,recato,tarima,suceso,fijeza,jacinto,regata,fajardo,tobera,vigilia,riqueza,legajo,bufido,ranura,piropo,,,,,,,,,,,,,,6,0,6,0,0,11,11,7,,,,,,,,,,,,,,,None,,,,,,,,,,,,part002,A,2019_Feb_27_1448,Syllabification,3.0.5,60.38293030909785,
targetSyl,ga,pes,per,mor,mu,jo,cu,cen,vol,ba,li,bo,ca,pal,mon,ca,gar,cor,co,ros,pas,lim,ce,co,gan,pe,pe,mo,mur,jor,cul,ce,vo,bal,lin,bol,cas,pa,mo,cam,ga,co,cos,ro,pa,li,cer,cor,cen,pas,ba,mon,lim,ca,co,li,mor,gar,mu,co,bo,vol,per,cu,pes,pal,ce,ca,jo,ga,ros,cor,ce,pa,bal,mo,li,cam,cor,lin,mo,ga,mur,cos,bol,vo,pe,cul,pe,pa,cer,cas,jor,gan,ro,co,del,de,,,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,part002,A,2019_Feb_27_1448,Syllabification,3.0.5,60.38293030909785,
fillerItem11,tejado,cigarro,gusano,secuela,silicio,bufanda,pureza,talante,recinto,semilla,tocino,remiendo,remesa,regate,tisana,gozada,pujanza,visera,nevera,tijera,donaire,soborno,pineda,visillo,tejado,cigarro,gusano,secuela,silicio,bufanda,pureza,talante,recinto,semilla,tocino,remiendo,remesa,regate,tisana,gozada,pujanza,visera,nevera,tijera,donaire,soborno,pineda,visillo,talante,donaire,semilla,tisana,soborno,gozada,visillo,tocino,secuela,pujanza,silicio,nevera,remiendo,recinto,gusano,pureza,cigarro,regate,pineda,remesa,bufanda,tejado,tijera,visera,talante,donaire,semilla,tisana,soborno,gozada,visillo,tocino,secuela,pujanza,silicio,nevera,remiendo,recinto,gusano,pureza,cigarro,regate,pineda,remesa,bufanda,tejado,tijera,visera,secano,pocilga,,,,,,,,,,,,,,7,0,7,0,0,0,0,11,,,,,,,,,,,,,,,None,,,,,,,,,,,,part002,A,2019_Feb_27_1448,Syllabification,3.0.5,60.38293030909785,
carrierItem,ganchillo,pestaña,pereza,morera,murmullo,joroba,culebra,centavo,volante,balada,linterna,bolero,castillo,paloma,montaña,campana,garaje,corona,costilla,rosquilla,pastilla,limpieza,cereza,coraje,ganchillo,pestaña,pereza,morera,murmullo,joroba,culebra,centavo,volante,balada,linterna,bolero,castillo,paloma,montaña,campana,garaje,corona,costilla,rosquilla,pastilla,limpieza,cereza,coraje,ceniza,pasaje,baldosa,moneda,limosna,camisa,corbata,linaje,morcillo,garganta,muralla,cosecha,bolsillo,voltaje,permiso,culpable,peseta,palmera,cerveza,casilla,jornada,ganancia,rosario,corteza,ceniza,pasaje,baldosa,moneda,limosna,camisa,corbata,linaje,morcillo,garganta,muralla,cosecha,bolsillo,voltaje,permiso,culpable,peseta,palmera,cerveza,casilla,jornada,ganancia,rosario,corteza,deltoides,delirio,,,,,,,,,,,,,,7,0,7,0,0,1,1,0,,,,,,,,,,,,,,,None,,,,,,,,,,,,part002,A,2019_Feb_27_1448,Syllabification,3.0.5,60.38293030909785,
fillerItem5,sendero,fantoche,jactancia,pulgada,vestigio,tintero,vertiente,burbuja,serpiente,sortija,polvera,farsante,vendaje,fortuna,lectura,felpudo,mensaje,cencerro,barbilla,putada,mordisco,corneta,bolzano,bandera,sendero,fantoche,jactancia,pulgada,vestigio,tintero,vertiente,burbuja,serpiente,sortija,polvera,farsante,vendaje,fortuna,lectura,felpudo,mensaje,cencerro,barbilla,putada,mordisco,corneta,bolzano,bandera,burbuja,mordisco,sortija,lectura,corneta,felpudo,bandera,polvera,pulgada,mensaje,vestigio,barbilla,farsante,serpiente,jactancia,vertiente,fantoche,fortuna,bolzano,vendaje,tintero,sendero,putada,cencerro,burbuja,mordisco,sortija,lectura,corneta,felpudo,bandera,polvera,pulgada,mensaje,vestigio,barbilla,farsante,serpiente,jactancia,vertiente,fantoche,fortuna,bolzano,vendaje,tintero,sendero,putada,cencerro,pandilla,suspenso,,,,,,,,,,,,,,7,0,7,0,0,2,2,5,,,,,,,,,,,,,,,None,,,,,,,,,,,,part002,A,2019_Feb_27_1448,Syllabification,3.0.5,60.38293030909785,
fillerItem3,postigo,gordura,silbido,fastidio,poltrona,ventaja,verdura,ruptura,ternura,sordera,vergüenza,tumbona,puntilla,conducta,vislumbre,filete,lenguado,ventisca,perfidia,cambiazo,cordura,respuesta,concepto,palmada,postigo,gordura,silbido,fastidio,poltrona,ventaja,verdura,ruptura,ternura,sordera,vergüenza,tumbona,puntilla,conducta,vislumbre,filete,lenguado,ventisca,perfidia,cambiazo,cordura,respuesta,concepto,palmada,ruptura,cordura,sordera,vislumbre,respuesta,filete,palmada,vergüenza,fastidio,lenguado,poltrona,perfidia,tumbona,ternura,silbido,verdura,gordura,conducta,concepto,puntilla,ventaja,postigo,cambiazo,ventisca,ruptura,cordura,sordera,vislumbre,respuesta,filete,palmada,vergüenza,fastidio,lenguado,poltrona,perfidia,tumbona,ternura,silbido,verdura,gordura,conducta,concepto,puntilla,ventaja,postigo,cambiazo,ventisca,zarcillo,jasmina,,,,,,,,,,,,,,7,0,7,0,0,3,3,3,,,,,,,,,,,,,,,None,,,,,,,,,,,,part002,A,2019_Feb_27_1448,Syllabification,3.0.5,60.38293030909785,
fillerItem7,riqueza,jacinto,suceso,taquilla,dolencia,vigilia,fijeza,lavabo,tarima,picota,recurso,recato,tobera,regata,resabio,rebeca,cimiento,bufido,redada,legajo,rudeza,barcaza,fajardo,salero,riqueza,jacinto,suceso,taquilla,dolencia,vigilia,fijeza,lavabo,tarima,picota,recurso,recato,tobera,regata,resabio,rebeca,cimiento,bufido,redada,legajo,rudeza,barcaza,fajardo,salero,lavabo,rudeza,picota,resabio,barcaza,rebeca,salero,recurso,taquilla,cimiento,dolencia,redada,recato,tarima,suceso,fijeza,jacinto,regata,fajardo,tobera,vigilia,riqueza,legajo,bufido,lavabo,rudeza,picota,resabio,barcaza,rebeca,salero,recurso,taquilla,cimiento,dolencia,redada,recato,tarima,suceso,fijeza,jacinto,regata,fajardo,tobera,vigilia,riqueza,legajo,bufido,ranura,piropo,,,,,,,,,,,,,,7,0,7,0,0,4,4,7,,,,,,,,,,,,,,,None,,,,,,,,,,,,part002,A,2019_Feb_27_1448,Syllabification,3.0.5,60.38293030909785,
fillerItem8,poniente,duquesa,juguete,vejiga,tibieza,pupitre,tesoro,butaca,recado,sotana,reguero,tetilla,rimero,cigarra,rapiña,ribazo,sopapo,cigoto,naranjo,veleta,gomina,sureste,pomada,lucero,poniente,duquesa,juguete,vejiga,tibieza,pupitre,tesoro,butaca,recado,sotana,reguero,tetilla,rimero,cigarra,rapiña,ribazo,sopapo,cigoto,naranjo,veleta,gomina,sureste,pomada,lucero,butaca,gomina,sotana,rapiña,sureste,ribazo,lucero,reguero,vejiga,sopapo,tibieza,naranjo,tetilla,recado,juguete,tesoro,duquesa,cigarra,pomada,rimero,pupitre,poniente,veleta,cigoto,butaca,gomina,sotana,rapiña,sureste,ribazo,lucero,reguero,vejiga,sopapo,tibieza,naranjo,tetilla,recado,juguete,tesoro,duquesa,cigarra,pomada,rimero,pupitre,poniente,veleta,cigoto,pimienta,cirilo,,,,,,,,,,,,,,7,0,7,0,0,5,5,8,,,,,,,,,,,,,,,None,,,,,,,,,,,,part002,A,2019_Feb_27_1448,Syllabification,3.0.5,60.38293030909785,
fillerItem10,soneto,dureza,ginebra,zapato,vivencia,tumulto,tobillo,vivienda,reducto,renombre,vereda,farola,luneta,regato,rivera,velorio,solera,vigencia,barbecho,vivero,fogata,sobaco,tinaja,bufete,soneto,dureza,ginebra,zapato,vivencia,tumulto,tobillo,vivienda,reducto,renombre,vereda,farola,luneta,regato,rivera,velorio,solera,vigencia,barbecho,vivero,fogata,sobaco,tinaja,bufete,vivienda,fogata,renombre,rivera,sobaco,velorio,bufete,vereda,zapato,solera,vivencia,barbecho,farola,reducto,ginebra,tobillo,dureza,regato,tinaja,luneta,tumulto,soneto,vivero,vigencia,vivienda,fogata,renombre,rivera,sobaco,velorio,bufete,vereda,zapato,solera,vivencia,barbecho,farola,reducto,ginebra,tobillo,dureza,regato,tinaja,luneta,tumulto,soneto,vivero,vigencia,pimiento,piragua,,,,,,,,,,,,,,7,0,7,0,0,6,6,10,,,,,,,,,,,,,,,None,,,,,,,,,,,,part002,A,2019_Feb_27_1448,Syllabification,3.0.5,60.38293030909785,
fillerItem2,zumbido,jilguero,soltura,venganza,vestuario,tinglado,sarmiento,tornillo,largueza,tortuga,portazo,gustillo,mortaja,gorjeo,laxante,pestillo,polvillo,lanzazo,perchero,lenguaje,cordero,sonrisa,campaña,balbina,zumbido,jilguero,soltura,venganza,vestuario,tinglado,sarmiento,tornillo,largueza,tortuga,portazo,gustillo,mortaja,gorjeo,laxante,pestillo,polvillo,lanzazo,perchero,lenguaje,cordero,sonrisa,campaña,balbina,tornillo,cordero,tortuga,laxante,sonrisa,pestillo,balbina,portazo,venganza,polvillo,vestuario,perchero,gustillo,largueza,soltura,sarmiento,jilguero,gorjeo,campaña,mortaja,tinglado,zumbido,lenguaje,lanzazo,tornillo,cordero,tortuga,laxante,sonrisa,pestillo,balbina,portazo,venganza,polvillo,vestuario,perchero,gustillo,largueza,soltura,sarmiento,jilguero,gorjeo,campaña,mortaja,tinglado,zumbido,lenguaje,lanzazo,fondillo,captura,,,,,,,,,,,,,,7,0,7,0,0,7,7,2,,,,,,,,,,,,,,,None,,,,,,,,,,,,part002,A,2019_Feb_27_1448,Syllabification,3.0.5,60.38293030909785,
fillerItem9,rejilla,dominio,jinete,cilindro,pizarra,bigote,teniente,ribera,sepulcro,sonido,recodo,jarabe,fineza,giralda,tesina,velero,tiniebla,vinilo,navaja,pitillo,ciruelo,torija,gotera,becerro,rejilla,dominio,jinete,cilindro,pizarra,bigote,teniente,ribera,sepulcro,sonido,recodo,jarabe,fineza,giralda,tesina,velero,tiniebla,vinilo,navaja,pitillo,ciruelo,torija,gotera,becerro,ribera,ciruelo,sonido,tesina,torija,velero,becerro,recodo,cilindro,tiniebla,pizarra,navaja,jarabe,sepulcro,jinete,teniente,dominio,giralda,gotera,fineza,bigote,rejilla,pitillo,vinilo,ribera,ciruelo,sonido,tesina,torija,velero,becerro,recodo,cilindro,tiniebla,pizarra,navaja,jarabe,sepulcro,jinete,teniente,dominio,giralda,gotera,fineza,bigote,rejilla,pitillo,vinilo,jarana,jaqueca,,,,,,,,,,,,,,7,0,7,0,0,8,8,9,,,,,,,,,,,,,,,None,,,,,,,,,,,,part002,A,2019_Feb_27_1448,Syllabification,3.0.5,60.38293030909785,
fillerItem4,portento,doncella,solvencia,piltrafa,lactancia,cintura,tortazo,durmiente,gentuza,torpeza,zarpazo,fundillo,lenteja,costumbre,salchicha,cernuda,pinchazo,vendimia,persiana,campiña,mordaza,garbanzo,confianza,percance,portento,doncella,solvencia,piltrafa,lactancia,cintura,tortazo,durmiente,gentuza,torpeza,zarpazo,fundillo,lenteja,costumbre,salchicha,cernuda,pinchazo,vendimia,persiana,campiña,mordaza,garbanzo,confianza,percance,durmiente,mordaza,torpeza,salchicha,garbanzo,cernuda,percance,zarpazo,piltrafa,pinchazo,lactancia,persiana,fundillo,gentuza,solvencia,tortazo,doncella,costumbre,confianza,lenteja,cintura,portento,campiña,vendimia,durmiente,mordaza,torpeza,salchicha,garbanzo,cernuda,percance,zarpazo,piltrafa,pinchazo,lactancia,persiana,fundillo,gentuza,solvencia,tortazo,doncella,costumbre,confianza,lenteja,cintura,portento,campiña,vendimia,sarcasmo,pancarta,,,,,,,,,,,,,,7,0,7,0,0,9,9,4,,,,,,,,,,,,,,,None,,,,,,,,,,,,part002,A,2019_Feb_27_1448,Syllabification,3.0.5,60.38293030909785,
fillerItem1,ternera,langosta,sandía,pulsera,testigo,zancada,pintura,tardanza,juntura,rendija,tartana,narciso,punzada,gorguera,submundo,pescante,lumbrera,bengala,victoria,pantalla,certeza,portillo,congreso,ventana,ternera,langosta,sandía,pulsera,testigo,zancada,pintura,tardanza,juntura,rendija,tartana,narciso,punzada,gorguera,submundo,pescante,lumbrera,bengala,victoria,pantalla,certeza,portillo,congreso,ventana,tardanza,certeza,rendija,submundo,portillo,pescante,ventana,tartana,pulsera,lumbrera,testigo,victoria,narciso,juntura,sandía,pintura,langosta,gorguera,congreso,punzada,zancada,ternera,pantalla,bengala,tardanza,certeza,rendija,submundo,portillo,pescante,ventana,tartana,pulsera,lumbrera,testigo,victoria,narciso,juntura,sandía,pintura,langosta,gorguera,congreso,punzada,zancada,ternera,pantalla,bengala,cornisa,zarzuela,,,,,,,,,,,,,,7,0,7,0,0,10,10,1,,,,,,,,,,,,,,,None,,,,,,,,,,,,part002,A,2019_Feb_27_1448,Syllabification,3.0.5,60.38293030909785,
fillerItem6,reliquia,laguna,subsuelo,vistazo,tapete,piscina,tarjeta,viruela,rasguño,tersura,regazo,rastrillo,remanso,cornada,tufillo,cizalla,tendencia,pesquisa,viraje,pileta,relente,pozuelo,pescuezo,bastilla,reliquia,laguna,subsuelo,vistazo,tapete,piscina,tarjeta,viruela,rasguño,tersura,regazo,rastrillo,remanso,cornada,tufillo,cizalla,tendencia,pesquisa,viraje,pileta,relente,pozuelo,pescuezo,bastilla,viruela,relente,tersura,tufillo,pozuelo,cizalla,bastilla,regazo,vistazo,tendencia,tapete,viraje,rastrillo,rasguño,subsuelo,tarjeta,laguna,cornada,pescuezo,remanso,piscina,reliquia,pileta,pesquisa,viruela,relente,tersura,tufillo,pozuelo,cizalla,bastilla,regazo,vistazo,tendencia,tapete,viraje,rastrillo,rasguño,subsuelo,tarjeta,laguna,cornada,pescuezo,remanso,piscina,reliquia,pileta,pesquisa,ponencia,sandalia,,,,,,,,,,,,,,7,0,7,0,0,11,11,6,,,,,,,,,,,,,,,None,,,,,,,,,,,,part002,A,2019_Feb_27_1448,Syllabification,3.0.5,60.38293030909785,
targetSyl,ga,pes,per,mor,mu,jo,cu,cen,vol,ba,li,bo,ca,pal,mon,ca,gar,cor,co,ros,pas,lim,ce,co,gan,pe,pe,mo,mur,jor,cul,ce,vo,bal,lin,bol,cas,pa,mo,cam,ga,co,cos,ro,pa,li,cer,cor,cen,pas,ba,mon,lim,ca,co,li,mor,gar,mu,co,bo,vol,per,cu,pes,pal,ce,ca,jo,ga,ros,cor,ce,pa,bal,mo,li,cam,cor,lin,mo,ga,mur,cos,bol,vo,pe,cul,pe,pa,cer,cas,jor,gan,ro,co,del,de,,,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,part002,A,2019_Feb_27_1448,Syllabification,3.0.5,60.38293030909785,
